DS-ID	Tissue	Time	Patient	Peak-File	Cut-Count-File	Aggregation-ID
DS12763	HEEpiC	nan	nan	/net/seq/data/aggregations/LN2613/aggregation-4145/peaks/LN2613.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2613/aggregation-4145/LN2613.GRCh38_no_alts.cutcounts.sorted.bed.starch	4145.0
DS12768	HEEpiC	nan	nan	/net/seq/data/aggregations/LN2614/aggregation-4144/peaks/LN2614.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2614/aggregation-4144/LN2614.GRCh38_no_alts.cutcounts.sorted.bed.starch	4144.0
DS13691	HEK293T	nan	nan			
DS13696	HEK293T	nan	nan			
DS10167	HESC	nan	nan	/net/seq/data/aggregations/LN1835/aggregation-4207/peaks/LN1835.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1835/aggregation-4207/LN1835.GRCh38_no_alts.cutcounts.sorted.bed.starch	4207.0
DS15115	HFF	nan	nan	/net/seq/data/aggregations/LN3259/aggregation-4067/peaks/LN3259.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3259/aggregation-4067/LN3259.GRCh38_no_alts.cutcounts.sorted.bed.starch	4067.0
DS15119	HFF	nan	nan	/net/seq/data/aggregations/LN3260/aggregation-4066/peaks/LN3260.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3260/aggregation-4066/LN3260.GRCh38_no_alts.cutcounts.sorted.bed.starch	4066.0
DS15073	HFF_MyC	nan	nan	/net/seq/data/aggregations/LN3249/aggregation-4069/peaks/LN3249.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3249/aggregation-4069/LN3249.GRCh38_no_alts.cutcounts.sorted.bed.starch	4069.0
DS15079	HFF_MyC	nan	nan	/net/seq/data/aggregations/LN3250/aggregation-4068/peaks/LN3250.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3250/aggregation-4068/LN3250.GRCh38_no_alts.cutcounts.sorted.bed.starch	4068.0
DS11738	HGF	nan	nan	/net/seq/data/aggregations/LN2304/aggregation-4192/peaks/LN2304.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2304/aggregation-4192/LN2304.GRCh38_no_alts.cutcounts.sorted.bed.starch	4192.0
DS11752	HGF	nan	nan	/net/seq/data/aggregations/LN2307/aggregation-4191/peaks/LN2307.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2307/aggregation-4191/LN2307.GRCh38_no_alts.cutcounts.sorted.bed.starch	4191.0
DS12684	HIPEpiC	nan	nan	/net/seq/data/aggregations/LN2583/aggregation-4147/peaks/LN2583.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2583/aggregation-4147/LN2583.GRCh38_no_alts.cutcounts.sorted.bed.starch	4147.0
DS12689	HIPEpiC	nan	nan	/net/seq/data/aggregations/LN2584/aggregation-4146/peaks/LN2584.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2584/aggregation-4146/LN2584.GRCh38_no_alts.cutcounts.sorted.bed.starch	4146.0
DS11733	HL60	nan	nan	/net/seq/data/aggregations/LN2302/aggregation-4193/peaks/LN2302.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2302/aggregation-4193/LN2302.GRCh38_no_alts.cutcounts.sorted.bed.starch	4193.0
DS11809	HL60	nan	nan	/net/seq/data/aggregations/LN2328/aggregation-4190/peaks/LN2328.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2328/aggregation-4190/LN2328.GRCh38_no_alts.cutcounts.sorted.bed.starch	4190.0
DS13921	HMEC	nan	nan	/net/seq/data/aggregations/LN2917/aggregation-4098/peaks/LN2917.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2917/aggregation-4098/LN2917.GRCh38_no_alts.cutcounts.sorted.bed.starch	4098.0
DS8680	HMEC	nan	nan	/net/seq/data/aggregations/LN1376/aggregation-4215/peaks/LN1376.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1376/aggregation-4215/LN1376.GRCh38_no_alts.cutcounts.sorted.bed.starch	4215.0
DS13363	HMF	nan	nan	/net/seq/data/aggregations/LN2774/aggregation-4121/peaks/LN2774.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2774/aggregation-4121/LN2774.GRCh38_no_alts.cutcounts.sorted.bed.starch	4121.0
DS13368	HMF	nan	nan	/net/seq/data/aggregations/LN2775/aggregation-4120/peaks/LN2775.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2775/aggregation-4120/LN2775.GRCh38_no_alts.cutcounts.sorted.bed.starch	4120.0
DS13372	HMVEC_LBl	nan	nan	/net/seq/data/aggregations/LN2776/aggregation-4119/peaks/LN2776.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2776/aggregation-4119/LN2776.GRCh38_no_alts.cutcounts.sorted.bed.starch	4119.0
DS13375	HMVEC_LBl	nan	nan	/net/seq/data/aggregations/LN2777/aggregation-4118/peaks/LN2777.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2777/aggregation-4118/LN2777.GRCh38_no_alts.cutcounts.sorted.bed.starch	4118.0
DS13185	HMVEC_LLy	nan	nan	/net/seq/data/aggregations/LN2732/aggregation-4129/peaks/LN2732.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2732/aggregation-4129/LN2732.GRCh38_no_alts.cutcounts.sorted.bed.starch	4129.0
DS13193	HMVEC_LLy	nan	nan	/net/seq/data/aggregations/LN2734/aggregation-4128/peaks/LN2734.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2734/aggregation-4128/LN2734.GRCh38_no_alts.cutcounts.sorted.bed.starch	4128.0
DS12952	HMVEC_dAd	nan	nan	/net/seq/data/aggregations/LN2666/aggregation-4134/peaks/LN2666.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2666/aggregation-4134/LN2666.GRCh38_no_alts.cutcounts.sorted.bed.starch	4134.0
DS12957	HMVEC_dAd	nan	nan	/net/seq/data/aggregations/LN2667/aggregation-4133/peaks/LN2667.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2667/aggregation-4133/LN2667.GRCh38_no_alts.cutcounts.sorted.bed.starch	4133.0
DS13329	HMVEC_dBlAd	nan	nan	/net/seq/data/aggregations/LN2766/aggregation-4123/peaks/LN2766.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2766/aggregation-4123/LN2766.GRCh38_no_alts.cutcounts.sorted.bed.starch	4123.0
DS13337	HMVEC_dBlAd	nan	nan	/net/seq/data/aggregations/LN2768/aggregation-4122/peaks/LN2768.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2768/aggregation-4122/LN2768.GRCh38_no_alts.cutcounts.sorted.bed.starch	4122.0
DS13233	HMVEC_dBlNeo	nan	nan	/net/seq/data/aggregations/LN2744/aggregation-4127/peaks/LN2744.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2744/aggregation-4127/LN2744.GRCh38_no_alts.cutcounts.sorted.bed.starch	4127.0
DS13242	HMVEC_dBlNeo	nan	nan	/net/seq/data/aggregations/LN2746/aggregation-4126/peaks/LN2746.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2746/aggregation-4126/LN2746.GRCh38_no_alts.cutcounts.sorted.bed.starch	4126.0
DS13256	HMVEC_dLyAd	nan	nan	/net/seq/data/aggregations/LN2749/aggregation-4125/peaks/LN2749.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2749/aggregation-4125/LN2749.GRCh38_no_alts.cutcounts.sorted.bed.starch	4125.0
DS13261	HMVEC_dLyAd	nan	nan	/net/seq/data/aggregations/LN2750/aggregation-4124/peaks/LN2750.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2750/aggregation-4124/LN2750.GRCh38_no_alts.cutcounts.sorted.bed.starch	4124.0
DS13146	HMVEC_dLyNeo	nan	nan	/net/seq/data/aggregations/LN2724/aggregation-4131/peaks/LN2724.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2724/aggregation-4131/LN2724.GRCh38_no_alts.cutcounts.sorted.bed.starch	4131.0
DS13150	HMVEC_dLyNeo	nan	nan	/net/seq/data/aggregations/LN2725/aggregation-4130/peaks/LN2725.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2725/aggregation-4130/LN2725.GRCh38_no_alts.cutcounts.sorted.bed.starch	4130.0
DS12929	HMVEC_dNeo	nan	nan	/net/seq/data/aggregations/LN2660/aggregation-4136/peaks/LN2660.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2660/aggregation-4136/LN2660.GRCh38_no_alts.cutcounts.sorted.bed.starch	4136.0
DS12937	HMVEC_dNeo	nan	nan	/net/seq/data/aggregations/LN2662/aggregation-4135/peaks/LN2662.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2662/aggregation-4135/LN2662.GRCh38_no_alts.cutcounts.sorted.bed.starch	4135.0
DS12467	HNPCEpiC	nan	nan	/net/seq/data/aggregations/LN2534/aggregation-4161/peaks/LN2534.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2534/aggregation-4161/LN2534.GRCh38_no_alts.cutcounts.sorted.bed.starch	4161.0
DS12471	HNPCEpiC	nan	nan	/net/seq/data/aggregations/LN2535/aggregation-4160/peaks/LN2535.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2535/aggregation-4160/LN2535.GRCh38_no_alts.cutcounts.sorted.bed.starch	4160.0
DS12916	HPAEC	nan	nan	/net/seq/data/aggregations/LN2657/aggregation-4137/peaks/LN2657.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2657/aggregation-4137/LN2657.GRCh38_no_alts.cutcounts.sorted.bed.starch	4137.0
DS13411	HPAF	nan	nan	/net/seq/data/aggregations/LN2784/aggregation-4115/peaks/LN2784.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2784/aggregation-4115/LN2784.GRCh38_no_alts.cutcounts.sorted.bed.starch	4115.0
DS13416	HPAF	nan	nan	/net/seq/data/aggregations/LN2785/aggregation-4114/peaks/LN2785.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2785/aggregation-4114/LN2785.GRCh38_no_alts.cutcounts.sorted.bed.starch	4114.0
DS13380	HPF	nan	nan	/net/seq/data/aggregations/LN2778/aggregation-4117/peaks/LN2778.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2778/aggregation-4117/LN2778.GRCh38_no_alts.cutcounts.sorted.bed.starch	4117.0
DS13390	HPF	nan	nan	/net/seq/data/aggregations/LN2780/aggregation-4116/peaks/LN2780.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2780/aggregation-4116/LN2780.GRCh38_no_alts.cutcounts.sorted.bed.starch	4116.0
DS13569	HPdLF	nan	nan	/net/seq/data/aggregations/LN2822/aggregation-4106/peaks/LN2822.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2822/aggregation-4106/LN2822.GRCh38_no_alts.cutcounts.sorted.bed.starch	4106.0
DS13573	HPdLF	nan	nan	/net/seq/data/aggregations/LN2823/aggregation-4105/peaks/LN2823.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2823/aggregation-4105/LN2823.GRCh38_no_alts.cutcounts.sorted.bed.starch	4105.0
DS10662	HRCE	nan	nan	/net/seq/data/aggregations/LN1958/aggregation-4202/peaks/LN1958.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1958/aggregation-4202/LN1958.GRCh38_no_alts.cutcounts.sorted.bed.starch	4202.0
DS10666	HRCE	nan	nan	/net/seq/data/aggregations/LN1959/aggregation-4201/peaks/LN1959.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1959/aggregation-4201/LN1959.GRCh38_no_alts.cutcounts.sorted.bed.starch	4201.0
DS10631	HRE	nan	nan	/net/seq/data/aggregations/LN1951/aggregation-4204/peaks/LN1951.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1951/aggregation-4204/LN1951.GRCh38_no_alts.cutcounts.sorted.bed.starch	4204.0
DS10641	HRE	nan	nan	/net/seq/data/aggregations/LN1953/aggregation-4203/peaks/LN1953.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1953/aggregation-4203/LN1953.GRCh38_no_alts.cutcounts.sorted.bed.starch	4203.0
DS13705	HRGEC	nan	nan	/net/seq/data/aggregations/LN2863/aggregation-4102/peaks/LN2863.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2863/aggregation-4102/LN2863.GRCh38_no_alts.cutcounts.sorted.bed.starch	4102.0
DS13716	HRGEC	nan	nan	/net/seq/data/aggregations/LN2867/aggregation-4101/peaks/LN2867.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2867/aggregation-4101/LN2867.GRCh38_no_alts.cutcounts.sorted.bed.starch	4101.0
DS12568	HRPEpiC	nan	nan	/net/seq/data/aggregations/LN2559/aggregation-4155/peaks/LN2559.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2559/aggregation-4155/LN2559.GRCh38_no_alts.cutcounts.sorted.bed.starch	4155.0
DS12583	HRPEpiC	nan	nan	/net/seq/data/aggregations/LN2562/aggregation-4154/peaks/LN2562.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2562/aggregation-4154/LN2562.GRCh38_no_alts.cutcounts.sorted.bed.starch	4154.0
DS16602	HS27a	nan	nan	/net/seq/data/aggregations/LN3726/aggregation-4059/peaks/LN3726.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3726/aggregation-4059/LN3726.GRCh38_no_alts.cutcounts.sorted.bed.starch	4059.0
DS16597	HS5	nan	nan	/net/seq/data/aggregations/LN3725/aggregation-4060/peaks/LN3725.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3725/aggregation-4060/LN3725.GRCh38_no_alts.cutcounts.sorted.bed.starch	4060.0
DS14426	HSMM	nan	nan	/net/seq/data/aggregations/LN3058/aggregation-4086/peaks/LN3058.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3058/aggregation-4086/LN3058.GRCh38_no_alts.cutcounts.sorted.bed.starch	4086.0
DS14430	HSMM	nan	nan	/net/seq/data/aggregations/LN3059/aggregation-4085/peaks/LN3059.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3059/aggregation-4085/LN3059.GRCh38_no_alts.cutcounts.sorted.bed.starch	4085.0
DS15538	HSMM_D	nan	nan	/net/seq/data/aggregations/LN3374/aggregation-5626/peaks/LN3374.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3374/aggregation-5626/LN3374.GRCh38_no_alts.cutcounts.sorted.bed.starch	5626.0
DS15542	HSMM_D	nan	nan	/net/seq/data/aggregations/LN3377/aggregation-4062/peaks/LN3377.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3377/aggregation-4062/LN3377.GRCh38_no_alts.cutcounts.sorted.bed.starch	4062.0
DS10060	HUVEC	nan	nan	/net/seq/data/aggregations/LN1812/aggregation-4209/peaks/LN1812.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1812/aggregation-4209/LN1812.GRCh38_no_alts.cutcounts.sorted.bed.starch	4209.0
DS13475	HUVEC	nan	nan	/net/seq/data/aggregations/LN2799/aggregation-4113/peaks/LN2799.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2799/aggregation-4113/LN2799.GRCh38_no_alts.cutcounts.sorted.bed.starch	4113.0
DS13977	HVMF	nan	nan	/net/seq/data/aggregations/LN2924/aggregation-4097/peaks/LN2924.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2924/aggregation-4097/LN2924.GRCh38_no_alts.cutcounts.sorted.bed.starch	4097.0
DS13981	HVMF	nan	nan	/net/seq/data/aggregations/LN2925/aggregation-4096/peaks/LN2925.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2925/aggregation-4096/LN2925.GRCh38_no_alts.cutcounts.sorted.bed.starch	4096.0
DS10011	Hela	nan	nan			
DS8200	Hela	nan	nan	/net/seq/data/aggregations/LN1264/aggregation-4219/peaks/LN1264.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1264/aggregation-4219/LN1264.GRCh38_no_alts.cutcounts.sorted.bed.starch	4219.0
DS7764	HepG2	nan	nan	/net/seq/data/aggregations/LN1207/aggregation-5635/peaks/LN1207.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1207/aggregation-5635/LN1207.GRCh38_no_alts.cutcounts.sorted.bed.starch	5635.0
DS7768	HepG2	nan	nan			
DS11759	IMR90	nan	nan	/net/seq/data/aggregations/LN2308/aggregation-9160/peaks/LN2308.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2308/aggregation-9160/LN2308.GRCh38_no_alts.cutcounts.sorted.bed.starch	9160.0
DS11764	IMR90	nan	nan	/net/seq/data/aggregations/LN2309/aggregation-9159/peaks/LN2309.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2309/aggregation-9159/LN2309.GRCh38_no_alts.cutcounts.sorted.bed.starch	9159.0
DS13219	IMR90	nan	nan	/net/seq/data/aggregations/LN2741/aggregation-9142/peaks/LN2741.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2741/aggregation-9142/LN2741.GRCh38_no_alts.cutcounts.sorted.bed.starch	9142.0
DS13229	IMR90	nan	nan	/net/seq/data/aggregations/LN2743/aggregation-9141/peaks/LN2743.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2743/aggregation-9141/LN2743.GRCh38_no_alts.cutcounts.sorted.bed.starch	9141.0
DS10681	Jurkat	nan	nan	/net/seq/data/aggregations/LN1963/aggregation-4199/peaks/LN1963.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1963/aggregation-4199/LN1963.GRCh38_no_alts.cutcounts.sorted.bed.starch	4199.0
DS12659	Jurkat	nan	nan	/net/seq/data/aggregations/LN2578/aggregation-4150/peaks/LN2578.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2578/aggregation-4150/LN2578.GRCh38_no_alts.cutcounts.sorted.bed.starch	4150.0
DS16924	K562	nan	nan	/net/seq/data/aggregations/LN3817/aggregation-5622/peaks/LN3817.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3817/aggregation-5622/LN3817.GRCh38_no_alts.cutcounts.sorted.bed.starch	5622.0
DS16934	K562	nan	nan			
DS9764	K562	nan	nan	/net/seq/data/aggregations/LN1684/aggregation-5632/peaks/LN1684.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1684/aggregation-5632/LN1684.GRCh38_no_alts.cutcounts.sorted.bed.starch	5632.0
DS9767	K562	nan	nan	/net/seq/data/aggregations/LN1691/aggregation-5631/peaks/LN1691.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1691/aggregation-5631/LN1691.GRCh38_no_alts.cutcounts.sorted.bed.starch	5631.0
DS20485	LHCN_M2	nan	nan	/net/seq/data/aggregations/LN4858/aggregation-4040/peaks/LN4858.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4858/aggregation-4040/LN4858.GRCh38_no_alts.cutcounts.sorted.bed.starch	4040.0
DS20548	LHCN_M2	nan	nan	/net/seq/data/aggregations/LN4870/aggregation-4035/peaks/LN4870.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4870/aggregation-4035/LN4870.GRCh38_no_alts.cutcounts.sorted.bed.starch	4035.0
DS20534	LHCN_M2_D4	nan	nan	/net/seq/data/aggregations/LN4866/aggregation-5618/peaks/LN4866.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4866/aggregation-5618/LN4866.GRCh38_no_alts.cutcounts.sorted.bed.starch	5618.0
DS20647	LHCN_M2_D4	nan	nan	/net/seq/data/aggregations/LN4874/aggregation-5617/peaks/LN4874.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4874/aggregation-5617/LN4874.GRCh38_no_alts.cutcounts.sorted.bed.starch	5617.0
DS14680	LNCap	nan	nan	/net/seq/data/aggregations/LN3148/aggregation-4080/peaks/LN3148.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3148/aggregation-4080/LN3148.GRCh38_no_alts.cutcounts.sorted.bed.starch	4080.0
DS14684	LNCap	nan	nan	/net/seq/data/aggregations/LN3149/aggregation-4079/peaks/LN3149.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN3149/aggregation-4079/LN3149.GRCh38_no_alts.cutcounts.sorted.bed.starch	4079.0
DS20493	M059J	nan	nan	/net/seq/data/aggregations/LN4859/aggregation-4039/peaks/LN4859.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4859/aggregation-4039/LN4859.GRCh38_no_alts.cutcounts.sorted.bed.starch	4039.0
DS20497	M059J	nan	nan	/net/seq/data/aggregations/LN4860/aggregation-4038/peaks/LN4860.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4860/aggregation-4038/LN4860.GRCh38_no_alts.cutcounts.sorted.bed.starch	4038.0
DS12619	MCF7	nan	nan	/net/seq/data/aggregations/LN2569/aggregation-4151/peaks/LN2569.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2569/aggregation-4151/LN2569.GRCh38_no_alts.cutcounts.sorted.bed.starch	4151.0
DS18021	MCF7	nan	nan	/net/seq/data/aggregations/LN4130/aggregation-4052/peaks/LN4130.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4130/aggregation-4052/LN4130.GRCh38_no_alts.cutcounts.sorted.bed.starch	4052.0
DS18267	MCF7	nan	nan	/net/seq/data/aggregations/LN4168/aggregation-4047/peaks/LN4168.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4168/aggregation-4047/LN4168.GRCh38_no_alts.cutcounts.sorted.bed.starch	4047.0
DS9445	MCF7	nan	nan	/net/seq/data/aggregations/LN1615/aggregation-4213/peaks/LN1615.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN1615/aggregation-4213/LN1615.GRCh38_no_alts.cutcounts.sorted.bed.starch	4213.0
DS18025	MCF7_ER	nan	nan	/net/seq/data/aggregations/LN4131/aggregation-4051/peaks/LN4131.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4131/aggregation-4051/LN4131.GRCh38_no_alts.cutcounts.sorted.bed.starch	4051.0
DS18271	MCF7_ER	nan	nan	/net/seq/data/aggregations/LN4170/aggregation-4046/peaks/LN4170.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4170/aggregation-4046/LN4170.GRCh38_no_alts.cutcounts.sorted.bed.starch	4046.0
DS20514	MSC	nan	nan	/net/seq/data/aggregations/LN4862/aggregation-4037/peaks/LN4862.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4862/aggregation-4037/LN4862.GRCh38_no_alts.cutcounts.sorted.bed.starch	4037.0
DS20518	MSC	nan	nan	/net/seq/data/aggregations/LN4863/aggregation-4036/peaks/LN4863.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4863/aggregation-4036/LN4863.GRCh38_no_alts.cutcounts.sorted.bed.starch	4036.0
DS20671	MSC	nan	nan	/net/seq/data/aggregations/LN4879/aggregation-8859/peaks/LN4879.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4879/aggregation-8859/LN4879.GRCh38_no_alts.cutcounts.sorted.bed.starch	8859.0
DS21042	MSC	nan	nan	/net/seq/data/aggregations/LN10043/aggregation-8842/peaks/LN10043.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN10043/aggregation-8842/LN10043.GRCh38_no_alts.cutcounts.sorted.bed.starch	8842.0
DS18732	Mesendoderm	nan	nan	/net/seq/data/aggregations/LN4376/aggregation-8942/peaks/LN4376.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4376/aggregation-8942/LN4376.GRCh38_no_alts.cutcounts.sorted.bed.starch	8942.0
DS19310	Mesendoderm	nan	nan	/net/seq/data/aggregations/LN4515/aggregation-8911/peaks/LN4515.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN4515/aggregation-8911/LN4515.GRCh38_no_alts.cutcounts.sorted.bed.starch	8911.0
DS12538	NB4	nan	nan	/net/seq/data/aggregations/LN2555/aggregation-4157/peaks/LN2555.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2555/aggregation-4157/LN2555.GRCh38_no_alts.cutcounts.sorted.bed.starch	4157.0
DS12543	NB4	nan	nan	/net/seq/data/aggregations/LN2556/aggregation-4156/peaks/LN2556.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2556/aggregation-4156/LN2556.GRCh38_no_alts.cutcounts.sorted.bed.starch	4156.0
DS12800	NHA	nan	nan	/net/seq/data/aggregations/LN2620/aggregation-4143/peaks/LN2620.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2620/aggregation-4143/LN2620.GRCh38_no_alts.cutcounts.sorted.bed.starch	4143.0
DS12805	NHA	nan	nan	/net/seq/data/aggregations/LN2621/aggregation-4142/peaks/LN2621.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2621/aggregation-4142/LN2621.GRCh38_no_alts.cutcounts.sorted.bed.starch	4142.0
DS11959	NHBE_RA	nan	nan	/net/seq/data/aggregations/LN2376/aggregation-4182/peaks/LN2376.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2376/aggregation-4182/LN2376.GRCh38_no_alts.cutcounts.sorted.bed.starch	4182.0
DS11969	NHBE_RA	nan	nan	/net/seq/data/aggregations/LN2378/aggregation-4181/peaks/LN2378.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2378/aggregation-4181/LN2378.GRCh38_no_alts.cutcounts.sorted.bed.starch	4181.0
DS12855	NHDF_Ad	nan	nan	/net/seq/data/aggregations/LN2641/aggregation-4139/peaks/LN2641.GRCh38_no_alts.uniques.sorted.peaks.starch	/net/seq/data/aggregations/LN2641/aggregation-4139/LN2641.GRCh38_no_alts.cutcounts.sorted.bed.starch	4139.0
